soil_type,pH,potassium,phosphore,azote,humidite,EC,temperature,rainfall,culture_recommandee
Argileux,7.68,284.2,49.2,0.066,39.0,0.39,37.8,699.7,Riz pluvial
Limonneux,6.42,131.2,19.6,0.231,10.2,0.46,36.5,274.7,Niébé
Argileux,7.03,203.5,13.3,0.052,34.1,2.15,40.5,761.5,Manioc
Limonneux,5.73,293.8,31.0,0.267,10.9,2.01,41.2,659.5,Manioc
Sableux,7.13,63.9,28.3,0.102,20.3,0.14,35.4,350.9,Gombo
Sableux,7.11,100.3,17.1,0.028,30.2,0.55,38.5,622.3,Sésame
Sableux,7.92,234.5,15.9,0.136,15.3,2.32,41.9,331.1,Patate douce
Limonneux,6.49,298.3,12.0,0.082,21.9,1.8,29.8,453.8,Arachide
Sableux,7.58,70.6,33.3,0.053,10.9,0.86,38.6,573.1,Manioc
Rocheux,6.9,235.0,38.9,0.111,9.9,2.0,37.5,330.5,Arachide
Argileux,7.47,153.8,49.6,0.28,37.2,0.21,27.5,679.2,Patate douce
Salin,6.93,131.0,59.4,0.076,36.8,2.27,30.6,735.7,Niébé
Argileux,6.91,272.6,56.7,0.207,39.5,1.9,27.2,740.1,Gombo
Salin,5.91,232.9,8.4,0.235,31.3,0.18,38.5,670.4,Niébé
Limonneux,5.72,199.0,20.3,0.06,12.7,0.84,44.4,500.0,Arachide
Sableux,7.55,291.8,25.3,0.187,32.2,1.31,28.3,726.1,Gombo
Salin,6.13,156.5,51.5,0.298,25.4,1.11,38.9,767.1,Maïs
Rocheux,7.49,266.1,30.9,0.232,15.2,2.08,39.8,774.2,Niébé
Sableux,7.75,109.2,49.7,0.161,17.1,2.34,28.6,437.4,Arachide
Limonneux,6.55,141.7,22.1,0.187,38.0,2.37,36.5,467.6,Manioc
Sableux,6.44,248.0,47.9,0.217,22.1,0.64,31.8,502.3,Maïs
Salin,6.17,177.7,13.3,0.12,34.1,0.42,29.4,740.1,Riz pluvial
Salin,7.48,101.4,26.1,0.08,17.9,2.48,37.5,102.1,Maïs
Argileux,7.44,133.7,46.6,0.088,21.8,0.58,38.7,666.0,Patate douce
Argileux,7.09,184.9,34.5,0.041,38.0,0.59,27.6,389.2,Maïs
Argileux,5.53,295.9,29.6,0.135,5.1,1.75,41.4,624.4,Manioc
Limonneux,5.69,163.4,20.9,0.255,24.6,1.94,35.7,109.2,Sésame
Limonneux,7.31,109.5,23.6,0.274,21.7,0.15,30.4,185.4,Arachide
Argileux,6.88,73.9,35.9,0.287,19.7,1.0,32.2,569.0,Mil
Salin,5.89,251.4,11.6,0.123,21.3,1.84,37.2,436.2,Gombo
Salin,7.24,141.2,29.1,0.216,25.8,2.29,39.7,618.1,Gombo
Limonneux,6.34,89.3,6.4,0.035,32.6,0.6,26.4,672.1,Sésame
Argileux,7.52,50.7,17.1,0.171,21.5,2.0,29.8,708.8,Gombo
Rocheux,6.77,124.9,13.1,0.283,21.6,0.12,33.4,303.5,Niébé
Argileux,5.9,170.3,31.3,0.065,39.8,1.39,44.9,352.5,Manioc
Sableux,6.11,297.6,18.3,0.217,28.6,0.42,25.9,698.8,Riz pluvial
Limonneux,7.73,239.5,21.3,0.149,10.0,1.27,28.6,236.7,Patate douce
Argileux,7.55,266.0,18.3,0.16,7.9,1.12,43.3,106.2,Riz pluvial
Limonneux,6.48,180.0,12.3,0.246,14.4,0.12,34.9,512.3,Patate douce
Argileux,6.17,252.6,35.0,0.232,33.3,0.69,42.4,504.6,Arachide
Salin,7.27,111.8,8.5,0.282,15.0,0.11,40.8,701.6,Sorgho
Sableux,7.65,263.1,46.8,0.172,7.6,0.98,36.9,650.5,Arachide
Salin,7.49,79.5,23.1,0.189,34.6,2.24,25.4,747.6,Sésame
Salin,7.02,57.2,48.7,0.23,17.3,1.84,43.5,137.0,Riz pluvial
Rocheux,7.35,238.2,16.7,0.294,29.7,0.8,34.6,474.0,Sésame
Rocheux,5.82,226.1,44.6,0.121,21.1,1.26,38.2,367.0,Patate douce
Limonneux,6.17,99.3,53.7,0.293,29.6,0.38,28.3,685.2,Riz pluvial
Limonneux,7.43,104.0,16.0,0.192,26.0,0.85,43.7,305.6,Niébé
Sableux,7.7,213.8,54.1,0.156,24.8,1.3,44.6,186.8,Mil
Rocheux,6.56,109.5,21.0,0.294,32.2,1.95,31.1,735.7,Patate douce
Argileux,6.07,162.5,37.0,0.073,33.4,1.78,38.3,419.5,Riz pluvial
Limonneux,6.37,82.2,48.3,0.198,26.9,2.18,29.5,462.8,Sorgho
Sableux,6.26,134.0,19.3,0.037,25.1,1.55,25.9,255.7,Sorgho
Argileux,6.71,206.3,57.8,0.111,39.5,1.04,27.0,190.1,Arachide
Sableux,7.12,84.2,26.4,0.282,7.5,0.22,42.3,303.0,Arachide
Salin,6.96,94.8,48.7,0.182,13.7,2.28,28.3,556.1,Patate douce
Sableux,5.64,69.7,24.0,0.113,8.4,1.42,34.5,495.3,Manioc
Salin,6.47,263.7,11.3,0.074,13.6,2.13,39.4,537.7,Sésame
Argileux,7.74,283.7,49.6,0.262,34.1,1.34,40.4,104.0,Gombo
Sableux,6.3,208.9,34.2,0.258,12.3,0.84,33.8,413.7,Sorgho
Sableux,5.54,184.1,11.6,0.149,36.8,1.57,44.1,364.6,Arachide
Rocheux,5.84,76.0,45.8,0.126,21.7,1.52,31.2,143.9,Manioc
Rocheux,7.4,290.2,26.2,0.106,16.8,2.03,30.4,758.3,Maïs
Argileux,7.67,213.9,23.7,0.025,38.4,1.59,43.2,227.4,Arachide
Sableux,5.74,62.9,18.2,0.224,9.0,2.4,36.8,463.2,Sorgho
Rocheux,6.08,139.8,38.8,0.223,19.6,0.35,28.4,273.3,Sorgho
Limonneux,7.6,224.0,54.0,0.267,21.6,0.94,38.1,276.5,Gombo
Rocheux,7.4,226.4,11.6,0.2,14.5,1.79,29.0,180.6,Riz pluvial
Rocheux,6.49,268.1,36.3,0.236,6.6,1.3,27.1,455.9,Manioc
Sableux,6.81,184.8,38.4,0.113,25.4,0.51,34.8,654.5,Manioc
Sableux,7.1,142.7,57.2,0.277,23.6,0.64,43.4,328.1,Maïs
Rocheux,5.85,183.7,45.4,0.236,31.0,0.97,26.7,489.6,Maïs
Salin,5.6,242.9,16.6,0.144,7.9,2.13,43.0,190.2,Mil
Argileux,7.21,250.1,8.3,0.102,12.0,0.12,34.0,323.4,Sésame
Sableux,6.48,178.1,38.3,0.196,33.6,2.45,44.4,406.4,Mil
Salin,7.25,184.4,57.1,0.157,11.3,1.85,29.1,555.4,Patate douce
Salin,5.62,122.0,54.0,0.023,6.8,1.14,25.9,489.2,Sorgho
Salin,7.01,285.2,9.9,0.067,21.7,0.49,41.4,150.1,Manioc
Limonneux,5.54,167.1,42.9,0.29,10.3,0.48,26.9,376.6,Manioc
Limonneux,5.82,285.9,58.8,0.296,19.7,0.98,29.9,322.5,Arachide
Limonneux,5.8,55.4,50.5,0.276,31.5,0.31,37.2,669.3,Gombo
Rocheux,7.55,148.0,46.6,0.202,37.1,1.29,28.3,327.3,Gombo
Sableux,7.48,130.5,25.7,0.231,16.1,1.57,42.8,208.2,Riz pluvial
Sableux,6.75,270.8,53.2,0.14,9.4,1.36,33.8,349.4,Arachide
Rocheux,5.56,99.8,48.8,0.203,9.7,0.2,28.3,288.9,Maïs
Rocheux,7.92,189.0,15.4,0.179,23.5,1.51,39.4,581.8,Arachide
Rocheux,5.94,269.6,33.3,0.261,11.5,2.17,35.2,394.0,Mil
Sableux,5.59,240.4,32.7,0.252,38.2,0.54,35.7,106.4,Arachide
Limonneux,7.82,166.5,40.6,0.024,18.3,1.95,36.2,612.0,Sorgho
Rocheux,7.76,256.8,38.8,0.182,21.2,1.98,44.0,750.0,Maïs
Limonneux,7.09,59.0,10.3,0.204,26.5,2.05,31.6,520.5,Patate douce
Limonneux,7.05,70.9,5.8,0.211,39.2,2.13,34.4,144.9,Niébé
Limonneux,5.83,226.6,18.9,0.193,19.5,1.64,27.0,562.0,Maïs
Limonneux,5.76,197.7,58.0,0.033,38.6,1.84,42.8,376.2,Niébé
Limonneux,5.51,202.9,20.2,0.157,38.6,0.65,43.7,361.1,Sésame
Limonneux,6.2,283.9,22.6,0.05,8.1,1.81,29.9,656.6,Gombo
Argileux,5.8,50.3,24.9,0.154,7.1,1.22,34.2,427.0,Patate douce
Argileux,5.65,219.4,5.5,0.031,10.2,1.38,43.3,279.3,Arachide
Sableux,6.06,243.7,45.0,0.042,15.6,2.21,37.5,294.5,Sorgho
Salin,6.89,235.8,38.9,0.027,26.6,0.75,42.8,458.3,Niébé
Sableux,7.81,246.4,51.0,0.193,30.1,1.83,40.4,199.9,Sorgho
Argileux,7.57,250.3,57.0,0.281,19.4,1.48,39.3,266.2,Sésame
Rocheux,6.86,151.0,18.6,0.245,11.8,0.73,27.0,498.7,Manioc
Limonneux,7.68,225.2,16.0,0.045,28.5,0.13,30.5,216.7,Arachide
Limonneux,6.13,167.2,41.2,0.032,24.7,0.89,44.9,723.5,Manioc
Rocheux,5.97,111.5,27.4,0.24,25.8,0.95,25.4,581.7,Arachide
Sableux,5.83,178.5,10.7,0.206,25.5,1.36,28.6,684.1,Mil
Argileux,7.84,204.0,28.4,0.232,36.1,2.25,28.4,104.4,Sésame
Salin,7.1,129.5,44.9,0.156,26.0,2.12,42.2,613.0,Niébé
Rocheux,5.97,281.3,13.2,0.28,29.2,0.67,34.9,636.3,Gombo
Argileux,6.04,52.2,46.3,0.24,6.5,0.77,31.7,602.3,Sésame
Rocheux,7.93,162.3,59.7,0.092,23.3,1.75,35.1,476.5,Patate douce
Argileux,6.47,177.7,53.8,0.156,7.2,0.15,40.2,526.1,Sésame
Sableux,7.07,275.8,11.2,0.271,22.1,0.11,35.7,458.4,Niébé
Sableux,7.51,204.5,52.8,0.038,14.3,1.44,29.9,780.0,Manioc
Sableux,6.15,279.9,54.1,0.154,15.6,1.78,26.9,264.4,Gombo
Salin,5.53,230.5,19.4,0.214,33.5,0.67,25.4,124.0,Maïs
Argileux,5.83,128.3,21.0,0.135,32.1,0.78,33.8,205.7,Sésame
Salin,6.41,94.9,22.3,0.142,7.4,1.32,33.3,143.6,Manioc
Sableux,5.68,69.2,5.4,0.29,19.5,1.96,32.0,779.8,Riz pluvial
Salin,6.31,201.3,33.0,0.234,11.3,1.61,33.0,122.3,Manioc
Sableux,5.95,267.2,41.0,0.259,10.3,1.67,27.6,412.8,Riz pluvial
Salin,7.97,253.4,19.2,0.197,37.1,1.88,26.3,478.1,Arachide
Rocheux,6.11,88.8,10.8,0.12,23.1,1.92,35.2,551.1,Riz pluvial
Argileux,5.8,176.2,5.9,0.289,21.3,0.7,35.4,400.8,Sorgho
Salin,6.52,85.3,33.7,0.073,37.6,1.54,25.4,670.8,Gombo
Salin,6.43,121.7,25.5,0.138,18.8,1.48,43.0,651.4,Sésame
Sableux,5.64,173.8,34.8,0.219,17.0,1.43,28.3,342.7,Niébé
Rocheux,7.28,50.5,43.4,0.12,15.5,0.71,42.4,535.0,Maïs
Salin,6.6,90.3,49.3,0.127,27.4,2.38,26.0,551.5,Riz pluvial
Limonneux,7.15,61.4,35.2,0.048,18.4,2.2,38.5,127.6,Manioc
Rocheux,7.19,90.7,7.0,0.241,26.7,0.96,32.5,714.2,Sésame
Rocheux,6.62,185.5,53.1,0.281,23.5,1.94,25.1,107.4,Sésame
Argileux,6.26,221.4,48.0,0.064,18.6,0.89,40.8,700.8,Arachide
Salin,7.17,233.4,7.7,0.267,7.4,0.47,42.1,460.6,Sorgho
Rocheux,7.24,235.1,22.8,0.282,8.3,1.44,25.5,592.8,Mil
Sableux,5.82,174.7,57.1,0.208,21.7,2.49,45.0,227.1,Manioc
Salin,6.94,250.0,16.3,0.24,8.5,0.81,35.3,294.1,Mil
Limonneux,6.52,148.3,42.1,0.07,21.5,0.9,25.4,258.2,Manioc
Rocheux,6.93,130.9,29.1,0.183,35.0,2.0,31.0,110.4,Arachide
Limonneux,7.58,196.9,33.1,0.059,8.0,0.96,40.5,673.8,Maïs
Sableux,7.54,129.3,14.8,0.119,22.4,1.07,41.8,365.4,Mil
Argileux,6.79,143.3,9.9,0.161,30.8,1.02,31.6,300.1,Riz pluvial
Sableux,7.34,147.1,23.7,0.056,15.6,1.39,35.5,293.7,Gombo
Salin,5.7,145.9,39.7,0.088,29.7,1.26,36.1,339.9,Patate douce
Sableux,6.73,227.7,33.5,0.08,30.6,2.45,42.6,553.7,Sorgho
Sableux,5.97,174.9,36.6,0.147,15.8,0.95,33.6,589.7,Arachide
Argileux,5.94,52.9,35.8,0.172,21.8,0.56,28.8,522.0,Maïs
Salin,7.53,140.8,18.1,0.185,27.6,0.93,37.7,133.4,Mil
Salin,6.92,84.2,50.7,0.074,23.7,1.2,38.7,547.0,Maïs
Argileux,7.81,161.5,16.4,0.22,6.8,1.36,44.7,158.6,Mil
Argileux,6.33,231.8,35.8,0.117,18.5,0.38,43.4,436.4,Sésame
Rocheux,7.76,138.0,15.8,0.024,15.1,2.46,39.6,442.3,Gombo
Rocheux,7.99,126.8,48.2,0.085,31.8,0.43,39.6,468.0,Riz pluvial
Argileux,6.09,79.3,29.1,0.055,34.3,0.52,33.6,307.1,Patate douce
Limonneux,7.33,264.9,19.9,0.078,35.5,2.21,34.7,158.8,Gombo
Rocheux,7.74,157.4,22.8,0.09,31.3,0.52,29.4,194.0,Gombo
Sableux,5.71,279.6,25.2,0.238,22.2,0.3,36.0,399.0,Sésame
Salin,7.94,286.1,30.6,0.171,23.3,2.11,44.4,197.8,Gombo
Sableux,7.34,166.7,57.5,0.165,31.9,1.9,34.0,203.5,Sorgho
Argileux,6.39,110.2,35.5,0.272,35.1,0.13,32.0,427.1,Manioc
Sableux,7.14,161.6,15.7,0.167,21.8,2.08,29.1,348.1,Manioc
Sableux,7.2,281.6,42.7,0.112,39.1,1.8,31.8,101.5,Mil
Argileux,5.91,196.6,39.2,0.099,11.6,1.31,29.9,423.4,Riz pluvial
Rocheux,6.8,97.6,41.6,0.277,22.3,1.01,30.0,157.7,Sésame
Rocheux,7.19,196.4,44.7,0.153,27.5,0.79,35.9,336.2,Niébé
Argileux,7.33,296.1,36.0,0.125,19.7,1.79,37.9,452.2,Mil
Salin,7.3,100.8,36.8,0.185,5.0,0.96,25.9,445.1,Sésame
Rocheux,6.36,245.0,13.8,0.238,9.7,1.2,40.3,255.4,Patate douce
Sableux,7.49,114.3,57.1,0.226,25.6,1.0,26.2,151.9,Patate douce
Salin,6.79,165.7,50.8,0.056,28.1,0.28,27.7,124.5,Gombo
Argileux,6.14,140.1,56.2,0.166,29.0,1.41,43.9,234.8,Niébé
Salin,6.65,226.7,20.7,0.134,22.4,2.47,36.8,258.6,Maïs
Rocheux,5.59,192.9,41.2,0.155,22.4,1.33,42.9,648.0,Riz pluvial
Rocheux,6.19,242.0,25.7,0.178,28.7,0.52,33.0,503.9,Patate douce
Argileux,7.54,133.6,37.2,0.226,28.7,1.93,43.3,211.7,Sésame
Limonneux,5.67,221.7,58.4,0.202,8.4,1.01,42.7,129.8,Niébé
Rocheux,7.56,258.6,10.0,0.036,17.1,0.66,35.0,204.6,Mil
Rocheux,6.44,65.6,33.0,0.204,18.0,2.07,37.4,752.6,Niébé
Argileux,7.38,240.6,39.4,0.12,39.0,1.25,41.4,115.1,Sorgho
Limonneux,7.79,52.8,46.2,0.147,12.4,0.41,43.9,455.9,Arachide
Limonneux,5.78,234.9,16.0,0.076,13.0,0.95,33.9,161.4,Riz pluvial
Rocheux,7.8,282.0,50.4,0.29,20.1,0.48,43.4,780.3,Gombo
Limonneux,6.91,189.7,21.3,0.116,36.5,1.94,42.0,707.0,Niébé
Limonneux,6.61,141.7,48.5,0.184,29.6,0.14,29.0,209.4,Gombo
Limonneux,7.62,206.8,5.6,0.175,14.5,1.46,28.2,459.4,Sésame
Argileux,5.84,120.7,6.1,0.229,38.8,1.64,27.0,357.9,Gombo
Sableux,7.17,92.5,44.9,0.173,18.8,0.41,38.1,363.1,Mil
Argileux,6.24,106.6,43.9,0.182,7.9,0.98,32.7,217.4,Mil
Salin,7.34,283.8,15.5,0.237,11.9,0.49,26.5,153.5,Niébé
Sableux,7.88,82.3,16.6,0.163,14.9,0.38,36.1,687.4,Gombo
Argileux,5.72,111.3,20.9,0.233,34.1,0.26,31.6,215.5,Gombo
Rocheux,7.88,261.0,8.7,0.152,20.5,0.32,31.8,605.9,Riz pluvial
Rocheux,5.72,102.9,43.6,0.07,37.0,0.19,41.6,418.4,Manioc
Salin,7.36,205.3,40.2,0.029,23.6,1.41,41.7,658.0,Riz pluvial
Argileux,5.6,211.5,51.2,0.096,13.3,0.12,44.5,386.2,Maïs
Sableux,6.48,165.1,58.8,0.063,32.4,1.3,29.6,556.4,Patate douce
Salin,6.75,99.6,32.4,0.256,32.9,1.5,26.9,472.0,Riz pluvial
Sableux,5.68,81.6,16.2,0.139,27.5,1.12,44.7,312.8,Patate douce
Rocheux,6.49,184.2,5.0,0.151,23.4,2.47,38.2,208.3,Maïs
Sableux,5.68,255.6,27.8,0.222,26.8,2.46,44.7,314.7,Mil
Sableux,5.66,91.0,42.4,0.183,35.0,0.16,43.6,532.6,Sorgho
Argileux,7.32,273.9,22.6,0.154,32.9,0.89,43.5,422.0,Gombo
Salin,7.44,182.4,16.6,0.213,35.5,1.57,27.8,643.5,Gombo
Salin,5.95,94.5,50.8,0.254,8.6,0.21,26.6,193.9,Arachide
Rocheux,6.32,62.5,18.3,0.103,8.3,1.29,38.8,425.4,Manioc
Rocheux,5.98,99.6,47.9,0.109,14.1,0.29,34.2,755.9,Arachide
Rocheux,6.79,237.3,15.7,0.17,15.8,2.23,30.3,128.3,Mil
Limonneux,6.14,207.7,18.1,0.242,9.8,0.32,42.5,285.9,Riz pluvial
Limonneux,7.34,102.2,38.6,0.065,21.6,1.81,39.6,533.3,Riz pluvial
Limonneux,5.86,239.8,52.6,0.148,12.8,2.04,36.8,347.1,Gombo
Argileux,6.08,221.6,6.9,0.146,13.4,0.2,43.8,406.0,Riz pluvial
Limonneux,7.43,276.2,13.7,0.152,23.6,0.29,40.2,386.7,Maïs
Sableux,6.44,209.8,27.5,0.151,12.7,1.84,42.0,473.5,Mil
Sableux,6.26,133.3,43.7,0.172,36.2,2.4,35.7,457.7,Niébé
Argileux,7.72,109.4,8.0,0.247,20.7,2.38,29.5,611.2,Riz pluvial
Argileux,5.72,269.6,26.4,0.192,36.9,1.14,27.3,180.9,Arachide
Argileux,6.51,51.6,11.2,0.248,23.2,1.96,31.6,171.0,Sésame
Limonneux,7.38,114.4,6.5,0.026,14.8,2.45,27.2,478.5,Gombo
Salin,6.98,63.0,54.7,0.243,37.6,2.28,37.1,384.6,Sorgho
Rocheux,7.39,277.6,31.2,0.03,36.4,1.66,29.3,335.1,Arachide
Rocheux,7.21,59.3,11.3,0.164,15.0,1.96,43.7,268.5,Patate douce
Rocheux,5.86,107.7,29.3,0.046,15.2,0.7,26.8,308.3,Patate douce
Sableux,6.15,134.9,27.5,0.05,37.8,2.24,44.5,763.5,Sésame
Rocheux,7.39,241.3,30.2,0.114,5.5,1.04,38.5,259.7,Sésame
Rocheux,7.8,132.3,14.9,0.101,5.6,0.85,41.9,204.3,Maïs
Salin,7.39,50.3,16.4,0.126,28.8,0.12,37.4,155.2,Niébé
Rocheux,6.87,70.9,36.7,0.196,18.1,0.98,36.3,677.8,Sorgho
Limonneux,6.67,151.0,18.1,0.252,26.7,1.5,29.9,652.6,Sorgho
Limonneux,6.03,98.6,33.5,0.053,7.2,1.78,38.6,450.7,Sésame
Limonneux,7.37,232.5,10.5,0.184,15.1,2.06,26.8,340.8,Mil
Argileux,7.78,288.5,10.6,0.069,25.2,1.45,34.8,483.7,Arachide
Argileux,6.81,167.1,8.9,0.25,9.0,0.92,32.8,383.7,Niébé
Rocheux,6.34,261.1,49.1,0.129,20.7,0.79,37.4,341.3,Sésame
Sableux,7.2,176.8,10.2,0.16,19.1,0.88,29.5,775.5,Riz pluvial
Limonneux,7.12,93.6,34.8,0.066,13.4,1.38,35.7,534.5,Manioc
Salin,7.31,93.1,59.0,0.073,30.6,2.12,43.2,257.6,Sorgho
Salin,5.58,180.5,8.5,0.033,5.6,0.33,33.5,508.0,Sorgho
Sableux,7.21,108.6,34.6,0.123,17.1,1.43,39.3,270.9,Sorgho
Rocheux,6.57,208.6,44.5,0.083,16.5,0.64,31.3,579.0,Mil
Argileux,7.81,64.9,7.1,0.17,29.8,0.18,34.1,790.8,Mil
Limonneux,6.57,112.2,52.7,0.239,20.0,0.44,26.5,541.1,Maïs
Rocheux,7.47,282.3,42.3,0.086,37.1,0.48,34.4,602.9,Gombo
Limonneux,7.94,260.0,24.0,0.099,37.2,0.67,43.5,481.0,Riz pluvial
Salin,5.56,284.1,59.6,0.207,34.9,1.79,25.7,451.7,Maïs
Limonneux,6.49,208.1,40.1,0.175,24.3,1.06,42.7,721.4,Riz pluvial
Limonneux,7.25,166.3,31.6,0.25,32.6,2.21,26.9,426.7,Sésame
Sableux,5.88,105.1,48.5,0.234,23.3,0.72,41.7,741.8,Sésame
Sableux,7.85,199.6,43.6,0.222,30.4,2.32,40.4,355.7,Sorgho
Sableux,5.6,151.0,28.1,0.272,8.3,1.86,43.9,211.3,Sésame
Salin,7.02,140.0,56.2,0.242,23.4,1.18,43.7,431.7,Niébé
Limonneux,6.2,210.7,18.8,0.129,36.8,2.35,30.9,370.4,Patate douce
Sableux,6.57,114.3,8.8,0.25,28.2,2.22,42.8,144.8,Riz pluvial
Limonneux,6.87,265.7,29.8,0.3,32.9,1.97,25.5,404.1,Patate douce
Argileux,6.48,112.6,55.3,0.237,14.4,1.1,44.1,263.1,Patate douce
Rocheux,5.96,158.5,59.8,0.299,17.0,0.76,39.3,306.2,Sorgho
Rocheux,7.08,60.5,12.9,0.183,18.9,0.35,34.0,519.1,Gombo
Rocheux,5.65,159.2,51.8,0.078,16.6,1.9,35.1,544.7,Niébé
Argileux,6.95,174.9,53.1,0.052,23.0,2.1,32.4,707.6,Niébé
Limonneux,7.69,173.5,24.8,0.032,19.0,0.95,43.4,339.0,Gombo
Argileux,7.38,271.4,33.5,0.268,24.6,1.47,40.2,429.8,Sorgho
Argileux,5.74,274.2,52.0,0.289,12.3,1.37,35.1,535.2,Riz pluvial
Limonneux,7.74,98.8,57.0,0.088,12.0,1.73,34.0,380.9,Niébé
Sableux,6.47,66.7,22.3,0.024,17.4,0.17,37.8,473.4,Arachide
Argileux,7.93,248.8,25.8,0.24,19.0,1.76,37.7,114.0,Mil
Salin,5.99,262.6,47.7,0.241,32.0,1.31,33.8,284.4,Maïs
Salin,6.33,155.9,16.6,0.053,34.3,2.3,33.7,497.5,Manioc
Argileux,6.9,91.9,57.3,0.237,16.1,0.7,42.4,326.4,Niébé
Argileux,6.07,80.9,55.9,0.107,11.4,1.65,29.0,314.7,Manioc
Salin,5.72,165.7,5.3,0.07,17.4,2.05,37.7,158.8,Patate douce
Salin,7.38,146.4,17.9,0.144,20.6,1.93,31.7,768.1,Maïs
Sableux,6.88,83.6,57.5,0.209,22.1,1.82,33.5,418.8,Maïs
Salin,7.97,50.4,45.2,0.263,37.7,0.39,41.5,490.3,Manioc
Limonneux,6.0,180.8,15.5,0.052,8.4,0.94,33.8,192.1,Riz pluvial
Salin,7.71,117.2,56.8,0.083,9.2,1.3,38.0,265.8,Patate douce
Sableux,6.03,124.0,7.7,0.096,24.6,1.53,43.9,662.0,Maïs
Argileux,7.8,278.6,46.7,0.115,32.0,0.39,35.3,573.0,Patate douce
Limonneux,7.65,125.9,11.9,0.217,20.7,0.41,39.6,242.2,Mil
Salin,6.29,267.9,47.5,0.169,31.0,0.36,33.6,302.7,Sorgho
Rocheux,7.05,285.3,52.6,0.166,9.4,0.97,26.8,493.6,Sorgho
Salin,7.71,246.5,35.2,0.101,9.6,0.52,29.3,461.8,Sésame
Limonneux,6.09,286.1,12.3,0.206,15.7,1.09,29.8,682.6,Mil
Limonneux,5.74,125.1,22.6,0.17,14.7,1.58,44.5,156.3,Sésame
Sableux,5.66,228.5,35.0,0.263,6.9,2.02,35.1,314.2,Mil
Sableux,6.37,230.2,57.9,0.168,22.2,0.63,31.3,729.9,Gombo
Argileux,6.93,251.6,30.9,0.069,38.8,0.81,40.3,581.5,Arachide
Salin,7.37,139.3,53.0,0.053,10.3,0.15,38.3,622.6,Niébé
Argileux,6.81,181.1,40.2,0.041,37.7,1.23,41.8,234.6,Arachide
Argileux,7.7,213.0,29.1,0.15,13.7,2.31,27.7,255.0,Maïs
Limonneux,7.03,143.2,20.8,0.114,8.9,0.66,44.4,262.7,Sésame
Rocheux,6.02,208.9,51.2,0.263,13.0,1.38,27.2,119.3,Niébé
Argileux,6.07,280.7,29.9,0.042,22.2,0.12,42.1,229.2,Mil
Rocheux,6.47,277.7,11.4,0.033,31.7,0.46,39.8,666.7,Sésame
Limonneux,7.23,234.7,49.8,0.25,10.1,0.71,36.1,433.6,Patate douce
Salin,7.57,208.9,12.9,0.276,32.4,1.64,29.8,746.9,Manioc
Limonneux,6.83,78.1,35.2,0.251,20.2,1.56,39.2,663.3,Patate douce
Rocheux,7.47,201.2,50.0,0.284,33.1,1.72,35.5,720.4,Niébé
Argileux,7.01,190.1,13.0,0.2,9.7,0.42,38.7,636.8,Maïs
Argileux,6.36,267.7,49.9,0.183,30.4,2.2,33.7,642.9,Manioc
Rocheux,7.11,93.7,33.5,0.105,17.4,0.82,39.5,578.7,Arachide
Argileux,6.77,245.9,52.6,0.193,22.3,1.66,38.0,645.0,Niébé
Rocheux,6.06,140.4,28.2,0.237,27.6,0.72,33.1,614.1,Maïs
Limonneux,6.33,299.3,45.9,0.105,6.9,0.46,38.2,717.9,Patate douce
Salin,6.76,132.7,17.0,0.215,26.6,1.18,27.8,636.6,Arachide
Argileux,5.85,299.4,57.7,0.227,18.1,1.58,39.3,743.5,Manioc
Sableux,5.88,124.7,52.4,0.177,12.3,1.74,25.8,187.4,Mil
Sableux,5.79,198.8,39.2,0.232,28.1,1.57,34.7,633.0,Riz pluvial
Limonneux,7.31,210.7,56.2,0.04,17.1,1.49,26.6,159.6,Sorgho
Sableux,6.42,170.2,46.0,0.115,10.8,2.25,42.3,651.8,Niébé
Salin,6.36,179.0,13.1,0.165,19.9,1.3,38.5,431.9,Patate douce
Argileux,7.6,234.6,29.1,0.2,17.2,0.32,41.0,139.4,Riz pluvial
Limonneux,6.19,174.3,32.5,0.043,32.2,0.74,37.1,786.8,Arachide
Limonneux,6.33,67.2,45.0,0.172,38.1,0.75,40.0,792.6,Arachide
Limonneux,7.08,115.8,45.6,0.159,37.9,0.38,28.6,552.3,Riz pluvial
Limonneux,7.64,264.0,56.8,0.051,32.9,1.98,27.9,419.6,Sésame
Sableux,7.38,61.4,7.2,0.198,25.4,1.59,36.3,370.1,Niébé
Sableux,5.96,214.2,30.1,0.097,29.1,0.39,31.7,147.5,Arachide
Limonneux,5.58,106.1,14.7,0.026,6.9,1.98,33.3,254.1,Sorgho
Sableux,5.85,243.7,54.1,0.266,34.2,1.85,37.8,308.7,Niébé
Sableux,6.54,128.5,16.5,0.232,29.0,0.81,41.9,402.1,Mil
Limonneux,6.37,173.7,53.0,0.275,8.3,1.17,25.8,222.9,Arachide
Limonneux,6.56,96.2,17.1,0.129,27.1,0.99,34.5,350.5,Maïs
Salin,6.7,111.0,28.7,0.255,9.1,1.15,31.5,616.0,Arachide
Sableux,5.95,76.8,38.4,0.07,28.7,1.48,31.8,120.1,Maïs
Argileux,7.87,238.8,10.4,0.193,39.3,0.56,31.1,139.9,Maïs
Salin,6.55,108.7,40.0,0.153,12.8,0.95,39.8,132.4,Manioc
Limonneux,7.99,144.2,45.0,0.083,20.7,0.49,39.8,131.6,Mil
