soil_type,soil_pH,temperature,humidity,organic_carbon,sodium,potassium,nitrogen,phosphorus,Soil_Quality,Disease
Plinthosol,6.9,36.3,15.7,0.46,14.9,181.7,0.0432,7.1,1.102,Root-knot nematodes
Plinthosol,6.39,43.6,14.4,0.551,10.5,128.7,0.0288,5.4,1.071,Rhizoctonia root rot
Arenosol,6.53,37.4,30.2,0.675,15.5,192.3,0.0272,13.9,1.197,Pythium damping-off
Lixisol,6.16,37.9,27.5,0.788,18.6,147.2,0.0299,6.0,1.18,Fusarium wilt
Regosol,5.14,31.3,13.3,0.528,15.8,68.0,0.0398,7.2,1.108,Rhizoctonia root rot
Arenosol,6.19,42.2,35.5,0.494,13.5,88.9,0.0431,13.7,1.271,Pythium damping-off
Arenosol,6.85,34.4,12.3,0.546,11.3,199.6,0.0284,8.3,1.06,Pythium damping-off
Arenosol,5.57,30.7,38.8,0.526,19.4,167.0,0.0297,3.6,1.041,Charcoal rot
Arenosol,6.29,42.2,29.3,0.922,15.2,67.0,0.0408,14.1,1.381,Pythium damping-off
Lixisol,6.34,36.5,30.2,0.563,9.7,72.8,0.0494,9.8,1.262,Root-knot nematodes
Regosol,6.97,42.8,23.8,0.221,14.5,108.2,0.0206,11.3,0.945,Rhizoctonia root rot
Arenosol,6.24,42.0,11.1,0.463,6.6,122.2,0.0465,4.1,1.149,Fusarium wilt
Lixisol,5.74,39.5,23.6,0.861,7.9,186.7,0.0412,3.1,1.221,Rhizoctonia root rot
Arenosol,6.37,34.2,17.4,0.334,17.3,173.7,0.0263,13.7,1.104,Charcoal rot
Arenosol,6.01,32.3,22.3,0.446,7.2,196.0,0.0384,10.9,1.209,Fusarium wilt
Plinthosol,5.3,38.3,33.1,0.366,13.3,159.1,0.0273,5.8,0.982,Fusarium wilt
Regosol,5.89,33.4,18.4,0.348,12.9,194.3,0.0385,5.1,1.092,Pythium damping-off
Arenosol,6.15,28.7,35.0,0.325,13.1,197.7,0.0424,10.6,1.178,Root-knot nematodes
Arenosol,6.47,38.8,18.1,0.297,8.6,116.1,0.0417,11.5,1.146,Fusarium wilt
Plinthosol,6.64,32.3,38.5,0.447,18.0,105.4,0.023,6.3,0.992,Pythium damping-off
Lixisol,6.82,28.4,29.5,0.622,9.0,70.3,0.0331,11.5,1.157,Root-knot nematodes
Arenosol,6.5,29.9,34.6,0.818,14.6,126.5,0.0203,13.2,1.194,Charcoal rot
Arenosol,5.75,39.2,37.8,0.765,8.2,110.5,0.0487,7.8,1.301,Root-knot nematodes
Arenosol,6.49,42.6,36.9,0.32,7.5,184.6,0.0221,4.0,0.933,Fusarium wilt
Lixisol,5.91,37.3,10.9,0.699,10.6,62.0,0.0244,7.1,1.142,Root-knot nematodes
Arenosol,6.57,44.7,33.1,0.374,12.0,95.6,0.0402,11.7,1.151,Rhizoctonia root rot
Lixisol,5.84,30.1,26.8,0.594,11.3,133.3,0.0351,4.5,1.133,Pythium damping-off
Arenosol,5.89,39.0,16.6,0.785,19.8,144.4,0.0349,7.9,1.24,Rhizoctonia root rot
Arenosol,6.45,40.8,21.9,0.522,18.7,93.5,0.0348,7.7,1.124,Charcoal rot
Arenosol,6.2,40.3,13.1,0.697,12.7,114.7,0.0266,12.1,1.211,Rhizoctonia root rot
Arenosol,5.6,34.0,35.3,0.621,14.8,89.8,0.0422,6.7,1.189,Root-knot nematodes
Arenosol,6.98,29.4,25.2,0.233,11.8,131.9,0.0391,10.4,1.045,Root-knot nematodes
Regosol,6.31,44.6,39.0,0.84,6.8,86.7,0.0486,11.1,1.361,Root-knot nematodes
Lixisol,6.05,42.9,35.4,0.969,15.1,66.1,0.0382,12.4,1.38,Root-knot nematodes
Arenosol,6.09,30.1,22.8,0.962,19.5,111.7,0.0263,8.3,1.248,Fusarium wilt
Lixisol,6.34,34.2,17.1,0.806,15.3,190.0,0.0396,8.7,1.262,Fusarium wilt
Arenosol,6.35,34.7,16.1,0.269,17.2,122.1,0.0266,4.4,0.964,Pythium damping-off
Arenosol,6.08,39.0,10.7,0.774,18.8,172.1,0.0406,3.7,1.217,Rhizoctonia root rot
Arenosol,5.57,38.8,23.2,0.773,7.1,154.2,0.0434,11.9,1.309,Root-knot nematodes
Plinthosol,5.71,35.2,17.4,0.367,11.3,146.5,0.0368,4.5,1.062,Rhizoctonia root rot
Vertisol,5.85,34.6,13.0,0.697,7.0,173.4,0.0377,8.1,1.228,Rhizoctonia root rot
Regosol,5.22,40.5,23.7,0.965,17.2,150.3,0.0304,8.0,1.201,Root-knot nematodes
Lixisol,5.61,41.9,25.4,0.894,8.1,82.6,0.0446,7.0,1.291,Root-knot nematodes
Lixisol,6.6,44.2,27.1,0.908,15.1,140.0,0.0283,6.1,1.164,Rhizoctonia root rot
Arenosol,6.35,43.0,32.6,0.278,11.4,68.8,0.0478,8.2,1.145,Root-knot nematodes
Regosol,6.49,42.7,25.4,0.564,18.2,64.5,0.032,7.7,1.115,Fusarium wilt
Arenosol,7.0,38.6,36.4,0.281,11.3,183.2,0.04,11.5,1.077,Root-knot nematodes
Lixisol,5.11,29.9,30.6,0.32,14.1,65.7,0.0346,9.0,1.034,Fusarium wilt
Arenosol,5.91,35.8,33.6,0.243,12.5,79.8,0.0223,10.5,1.037,Pythium damping-off
Arenosol,6.81,39.0,37.0,0.364,13.4,77.1,0.0464,4.1,1.061,Charcoal rot
Plinthosol,5.94,44.5,14.7,0.799,16.9,83.8,0.0382,12.6,1.33,Rhizoctonia root rot
Vertisol,5.07,33.3,10.5,0.834,6.7,65.6,0.0368,6.4,1.164,Fusarium wilt
Arenosol,5.34,41.7,33.0,0.542,14.9,183.4,0.0235,3.1,0.978,Root-knot nematodes
Plinthosol,5.68,30.7,29.7,0.407,9.3,141.1,0.0445,14.4,1.249,Rhizoctonia root rot
Arenosol,6.64,41.5,32.7,0.358,9.9,159.2,0.0201,12.1,1.026,Charcoal rot
Arenosol,5.86,30.3,38.2,0.803,5.8,77.0,0.0324,7.9,1.226,Fusarium wilt
Arenosol,5.57,35.8,38.6,0.647,19.7,57.3,0.0445,11.1,1.265,Root-knot nematodes
Arenosol,6.06,43.9,13.1,0.826,13.5,120.1,0.0343,12.8,1.318,Rhizoctonia root rot
Plinthosol,6.38,39.9,13.7,0.442,14.6,169.2,0.0496,14.3,1.284,Fusarium wilt
Vertisol,6.66,39.1,25.0,0.375,12.4,96.4,0.0235,11.7,1.043,Root-knot nematodes
Arenosol,6.47,30.5,23.5,0.741,5.7,184.9,0.0277,13.7,1.224,Rhizoctonia root rot
Lixisol,6.24,41.6,25.9,0.43,11.2,101.0,0.0204,3.1,0.968,Rhizoctonia root rot
Lixisol,5.69,33.3,19.2,0.469,6.3,131.6,0.0349,7.6,1.121,Fusarium wilt
Regosol,6.36,30.0,18.3,0.89,5.3,92.1,0.0209,13.9,1.241,Fusarium wilt
Plinthosol,5.67,36.1,39.1,0.239,13.8,129.4,0.0334,6.0,1.02,Root-knot nematodes
Arenosol,6.46,32.9,38.2,0.503,5.5,62.2,0.0336,3.7,1.056,Pythium damping-off
Vertisol,6.31,43.2,22.9,0.562,9.3,180.8,0.038,8.8,1.183,Fusarium wilt
Regosol,6.37,43.9,21.1,0.654,6.0,128.1,0.0465,7.5,1.238,Fusarium wilt
Regosol,5.57,35.8,16.6,0.357,7.4,133.1,0.0231,10.4,1.042,Charcoal rot
Lixisol,6.13,29.3,21.0,0.944,5.9,51.6,0.0482,4.1,1.314,Charcoal rot
Arenosol,6.37,33.9,12.8,0.63,5.8,179.5,0.0491,9.0,1.267,Pythium damping-off
Arenosol,6.65,35.6,39.1,0.715,12.3,157.6,0.031,4.3,1.093,Root-knot nematodes
Lixisol,6.74,32.7,10.1,0.906,11.6,106.7,0.0302,12.4,1.244,Fusarium wilt
Lixisol,6.11,31.4,24.4,0.981,9.6,182.3,0.0359,7.2,1.295,Fusarium wilt
Arenosol,5.7,39.3,33.2,0.365,9.4,78.9,0.0307,10.3,1.101,Pythium damping-off
Plinthosol,7.0,33.4,35.6,0.695,8.4,130.3,0.0442,5.2,1.143,Root-knot nematodes
Lixisol,5.99,36.6,28.7,0.944,6.9,86.0,0.0464,3.7,1.31,Pythium damping-off
Arenosol,6.94,43.5,19.4,0.41,17.6,171.0,0.0385,11.2,1.109,Rhizoctonia root rot
Arenosol,5.41,30.4,18.6,0.414,12.5,153.6,0.0492,5.3,1.131,Root-knot nematodes
Arenosol,6.22,35.8,14.8,0.494,8.9,51.1,0.0385,4.8,1.122,Charcoal rot
Arenosol,5.76,41.0,10.1,0.261,6.5,90.5,0.0476,5.4,1.112,Charcoal rot
Arenosol,6.46,33.1,30.5,0.751,16.5,105.4,0.0475,8.0,1.271,Pythium damping-off
Lixisol,6.24,30.6,17.0,0.885,10.3,146.6,0.0288,9.3,1.238,Charcoal rot
Plinthosol,5.24,32.8,17.4,0.628,19.6,171.3,0.0317,15.0,1.203,Fusarium wilt
Lixisol,6.32,32.5,12.1,0.622,10.3,116.5,0.0297,9.9,1.165,Fusarium wilt
Arenosol,6.7,31.4,32.2,0.397,19.3,59.8,0.0324,7.8,1.046,Pythium damping-off
Arenosol,5.99,29.7,14.3,0.728,9.6,164.7,0.0464,12.4,1.361,Pythium damping-off
Lixisol,6.73,39.3,17.4,0.617,11.6,152.2,0.0229,9.1,1.071,Fusarium wilt
Arenosol,5.74,33.4,15.9,0.428,15.9,67.3,0.0303,12.2,1.148,Root-knot nematodes
Arenosol,5.66,40.3,14.0,0.631,7.7,177.5,0.0322,14.6,1.243,Rhizoctonia root rot
Plinthosol,6.74,34.8,25.9,0.605,16.8,52.0,0.0463,9.3,1.209,Pythium damping-off
Vertisol,5.71,44.9,37.4,0.421,8.1,177.8,0.0458,5.1,1.14,Charcoal rot
Lixisol,6.16,42.6,30.6,0.566,6.8,98.8,0.0473,7.3,1.236,Root-knot nematodes
Arenosol,6.57,44.6,25.1,0.381,6.0,111.7,0.0412,7.0,1.098,Charcoal rot
Arenosol,6.66,41.8,34.0,0.864,14.6,88.4,0.035,12.8,1.275,Pythium damping-off
Plinthosol,5.88,38.1,19.0,0.665,17.6,61.6,0.0363,7.9,1.211,Rhizoctonia root rot
Arenosol,5.0,35.3,20.2,0.566,6.4,79.9,0.0417,4.8,1.084,Root-knot nematodes
Arenosol,6.05,44.1,30.3,0.505,6.7,163.1,0.0206,8.5,1.084,Root-knot nematodes
Lixisol,5.77,38.5,34.2,0.918,16.9,183.7,0.0259,12.0,1.268,Fusarium wilt
Plinthosol,5.97,42.4,34.5,0.38,9.7,79.7,0.0258,6.0,1.045,Pythium damping-off
Arenosol,6.0,29.1,35.9,0.884,13.5,102.9,0.0267,12.2,1.288,Pythium damping-off
Arenosol,5.84,43.9,19.4,0.973,7.8,137.0,0.0467,5.0,1.324,Rhizoctonia root rot
Lixisol,6.21,32.3,30.3,0.819,6.0,143.6,0.0496,9.8,1.353,Charcoal rot
Arenosol,5.85,39.2,14.8,0.273,14.1,152.0,0.0447,12.9,1.207,Pythium damping-off
Arenosol,6.09,29.7,19.3,0.674,7.5,141.8,0.0348,5.5,1.176,Root-knot nematodes
Lixisol,6.08,28.5,24.4,0.595,7.1,191.8,0.0286,12.0,1.201,Root-knot nematodes
Arenosol,5.81,38.7,36.0,0.858,17.8,81.5,0.0344,9.8,1.275,Pythium damping-off
Plinthosol,5.39,40.8,10.4,0.78,12.5,90.9,0.0494,13.2,1.346,Charcoal rot
Lixisol,5.28,40.5,15.1,0.303,10.6,148.7,0.0246,12.6,1.034,Rhizoctonia root rot
Arenosol,5.56,33.1,26.5,0.735,10.7,95.6,0.033,5.3,1.145,Fusarium wilt
Arenosol,5.37,28.0,25.7,0.998,11.6,94.7,0.0337,12.7,1.308,Pythium damping-off
Lixisol,6.05,40.6,34.5,0.841,19.0,67.9,0.0429,3.9,1.256,Charcoal rot
Arenosol,5.49,28.5,15.8,0.701,7.3,54.9,0.037,4.1,1.136,Root-knot nematodes
Regosol,6.69,31.9,36.2,0.618,10.4,100.8,0.0275,12.8,1.152,Root-knot nematodes
Regosol,6.34,40.1,21.6,0.242,16.5,125.7,0.0274,4.2,0.959,Fusarium wilt
Vertisol,6.54,30.3,33.8,0.563,16.4,101.4,0.0266,14.2,1.164,Pythium damping-off
Arenosol,6.37,28.8,30.9,0.469,19.9,146.2,0.0397,11.2,1.191,Fusarium wilt
Regosol,5.75,40.9,34.4,0.364,12.2,53.9,0.0417,4.2,1.09,Charcoal rot
Arenosol,6.03,36.1,21.5,0.203,15.2,94.6,0.0489,7.9,1.158,Root-knot nematodes
Arenosol,5.97,38.2,24.6,0.489,5.1,139.5,0.035,9.8,1.184,Rhizoctonia root rot
Plinthosol,6.37,43.3,37.4,0.302,6.3,179.6,0.0471,4.8,1.1,Charcoal rot
Vertisol,6.45,39.7,12.0,0.509,10.6,96.0,0.0242,11.4,1.105,Fusarium wilt
Arenosol,5.55,43.9,15.1,0.733,17.6,181.1,0.0345,10.4,1.221,Fusarium wilt
Lixisol,6.63,42.0,11.8,0.218,8.7,182.2,0.0444,3.9,1.02,Fusarium wilt
Arenosol,6.36,39.3,15.4,0.338,9.0,151.0,0.0385,8.8,1.114,Fusarium wilt
Arenosol,6.48,39.9,28.5,0.703,13.1,169.5,0.0452,10.1,1.269,Root-knot nematodes
Regosol,6.62,31.9,14.1,0.489,18.5,111.2,0.0223,3.9,0.971,Fusarium wilt
Arenosol,6.63,42.7,11.8,0.445,8.8,144.2,0.0427,11.9,1.185,Root-knot nematodes
Arenosol,5.84,30.9,15.0,0.385,6.8,146.8,0.0202,6.8,1.012,Rhizoctonia root rot
Arenosol,5.74,32.1,22.1,0.719,16.9,199.8,0.0409,6.1,1.216,Root-knot nematodes
Lixisol,6.64,33.9,37.8,0.463,10.5,78.4,0.0398,12.1,1.174,Pythium damping-off
Arenosol,6.46,41.0,19.9,0.848,13.7,111.6,0.0393,4.6,1.206,Pythium damping-off
Arenosol,6.76,36.6,13.7,0.553,5.6,110.1,0.0287,5.8,1.039,Pythium damping-off
Arenosol,6.31,38.8,20.9,0.476,11.8,135.4,0.0246,15.0,1.159,Fusarium wilt
Arenosol,5.76,44.5,15.4,0.932,19.8,123.3,0.0214,10.6,1.226,Fusarium wilt
Regosol,6.38,42.6,33.6,0.883,15.4,153.3,0.0261,5.8,1.162,Fusarium wilt
Arenosol,6.01,44.0,20.7,0.793,10.9,99.8,0.047,11.7,1.375,Fusarium wilt
Lixisol,5.5,43.8,28.1,0.461,14.9,154.9,0.0211,5.4,0.987,Fusarium wilt
Arenosol,6.04,41.4,37.2,0.307,19.6,147.4,0.0274,3.6,1.0,Fusarium wilt
Plinthosol,6.67,34.5,27.7,0.765,18.5,137.5,0.0222,12.7,1.165,Rhizoctonia root rot
Arenosol,6.13,37.7,29.5,0.938,8.8,55.6,0.0219,9.5,1.227,Root-knot nematodes
Lixisol,6.17,36.7,33.8,0.346,16.1,63.1,0.0341,6.0,1.072,Pythium damping-off
Lixisol,5.68,35.3,26.1,0.66,12.1,190.9,0.038,14.4,1.286,Root-knot nematodes
Plinthosol,5.78,42.3,16.3,0.427,7.4,88.1,0.0212,14.7,1.129,Fusarium wilt
Arenosol,6.73,34.9,27.2,0.651,17.2,127.7,0.0432,13.7,1.264,Root-knot nematodes
Arenosol,5.27,43.5,18.1,0.873,10.5,158.1,0.0495,5.4,1.258,Rhizoctonia root rot
Arenosol,5.66,41.4,13.6,0.377,17.8,176.8,0.0495,5.8,1.154,Rhizoctonia root rot
Regosol,5.95,37.7,35.3,0.692,18.3,112.7,0.0205,11.2,1.174,Fusarium wilt
Arenosol,5.74,35.6,11.8,0.945,9.5,75.3,0.0297,8.9,1.254,Fusarium wilt
Lixisol,6.37,42.2,25.8,0.654,7.5,55.9,0.0488,3.6,1.2,Pythium damping-off
Regosol,5.8,28.0,29.0,0.482,10.6,137.3,0.03,14.7,1.202,Pythium damping-off
Arenosol,5.97,41.3,13.6,0.346,18.6,73.5,0.0452,7.9,1.177,Root-knot nematodes
Arenosol,6.32,44.8,39.8,0.825,13.0,166.3,0.042,10.1,1.302,Root-knot nematodes
Regosol,5.51,33.1,11.9,0.987,13.6,103.1,0.0449,5.7,1.292,Fusarium wilt
Plinthosol,5.69,43.9,18.3,0.425,8.1,151.9,0.0265,13.7,1.138,Fusarium wilt
Arenosol,6.04,41.8,38.4,0.665,5.7,167.3,0.0338,8.0,1.205,Fusarium wilt
Plinthosol,6.16,30.3,22.7,0.666,9.5,185.8,0.0401,10.5,1.264,Root-knot nematodes
Plinthosol,5.27,43.2,33.6,0.894,7.5,98.2,0.0342,8.2,1.21,Fusarium wilt
Lixisol,5.73,29.3,12.0,0.847,9.4,189.8,0.0435,5.9,1.266,Fusarium wilt
Lixisol,6.06,29.4,27.6,0.935,16.8,189.6,0.0407,6.6,1.307,Pythium damping-off
Lixisol,6.26,43.2,23.7,0.472,9.7,153.8,0.0337,3.2,1.061,Charcoal rot
Arenosol,5.0,30.6,16.0,0.645,6.5,191.1,0.0358,8.0,1.115,Pythium damping-off
Lixisol,5.63,44.3,14.2,0.567,9.5,175.1,0.0237,9.0,1.095,Charcoal rot
Lixisol,6.85,34.0,31.5,0.616,8.1,198.5,0.0328,7.6,1.097,Rhizoctonia root rot
Arenosol,5.78,29.8,32.8,0.87,18.5,126.3,0.0322,9.3,1.256,Root-knot nematodes
Arenosol,5.84,42.4,19.0,0.837,12.8,133.2,0.0417,8.2,1.294,Pythium damping-off
Arenosol,5.95,28.4,32.9,0.632,6.2,147.2,0.042,4.1,1.192,Root-knot nematodes
Arenosol,5.93,41.0,14.6,0.248,9.0,134.7,0.0394,4.1,1.058,Fusarium wilt
Arenosol,5.1,34.0,32.7,0.816,18.5,51.4,0.0247,5.2,1.073,Root-knot nematodes
Lixisol,5.88,28.7,17.2,0.79,19.2,96.9,0.0229,6.7,1.152,Rhizoctonia root rot
Plinthosol,6.03,40.6,36.8,0.787,5.6,107.7,0.0258,7.9,1.194,Fusarium wilt
Arenosol,5.64,41.1,31.9,0.625,19.8,176.2,0.0355,5.0,1.13,Root-knot nematodes
Regosol,5.26,36.2,34.9,0.462,6.0,67.7,0.0323,13.5,1.139,Pythium damping-off
Lixisol,5.86,33.8,28.5,0.369,14.2,92.9,0.0385,13.9,1.213,Root-knot nematodes
Arenosol,5.91,29.7,36.8,0.914,11.5,137.1,0.0351,10.2,1.312,Charcoal rot
Arenosol,6.14,31.6,19.6,0.725,15.7,195.2,0.0403,8.8,1.263,Pythium damping-off
Regosol,6.43,41.6,39.6,0.234,18.1,142.6,0.0241,10.7,1.014,Charcoal rot
Regosol,5.05,31.4,17.5,0.723,15.1,95.7,0.0491,13.0,1.29,Rhizoctonia root rot
Arenosol,5.3,33.1,20.7,0.98,10.8,166.9,0.0391,8.6,1.273,Rhizoctonia root rot
Plinthosol,6.26,32.1,30.7,0.779,5.0,86.6,0.0463,5.6,1.26,Rhizoctonia root rot
Plinthosol,6.28,45.0,26.3,0.73,19.4,116.8,0.0416,12.7,1.31,Root-knot nematodes
Regosol,6.34,43.8,16.3,0.317,6.4,186.2,0.0392,6.5,1.084,Charcoal rot
Plinthosol,6.41,40.9,18.5,0.454,9.7,189.1,0.0356,7.4,1.107,Fusarium wilt
Vertisol,6.19,41.9,22.5,0.316,15.9,94.0,0.0289,14.0,1.136,Charcoal rot
Regosol,5.48,38.1,28.7,0.545,18.5,93.3,0.033,6.9,1.101,Fusarium wilt
Arenosol,5.93,32.4,21.1,0.366,18.5,89.8,0.0366,14.8,1.22,Root-knot nematodes
Lixisol,5.87,37.5,12.2,0.843,19.6,94.4,0.0331,7.9,1.244,Pythium damping-off
Arenosol,6.34,35.0,11.2,0.592,11.0,156.4,0.038,10.9,1.216,Fusarium wilt
Lixisol,5.9,43.5,37.6,0.548,8.2,199.5,0.0268,5.8,1.093,Fusarium wilt
Vertisol,6.07,43.9,22.6,0.679,7.3,183.8,0.0403,6.8,1.229,Rhizoctonia root rot
Plinthosol,5.71,40.2,16.0,0.882,6.6,99.3,0.0482,11.9,1.383,Fusarium wilt
Arenosol,6.59,42.4,29.0,0.746,14.1,126.8,0.0345,5.4,1.144,Pythium damping-off
Regosol,5.74,29.7,26.5,0.79,17.8,145.3,0.0321,3.5,1.151,Root-knot nematodes
Arenosol,5.28,41.9,12.3,0.344,15.0,136.3,0.0351,14.9,1.141,Rhizoctonia root rot
Lixisol,6.2,33.2,22.3,0.607,17.8,186.6,0.0233,8.1,1.11,Root-knot nematodes
Plinthosol,5.56,35.9,35.4,0.301,5.2,192.2,0.0252,12.1,1.059,Fusarium wilt
Lixisol,6.06,39.0,34.0,0.965,11.6,81.2,0.0426,12.9,1.412,Root-knot nematodes
Arenosol,6.16,38.2,22.5,0.621,18.8,171.4,0.0294,12.9,1.219,Fusarium wilt
Arenosol,5.8,41.7,25.4,0.468,19.2,80.5,0.0211,6.1,1.028,Rhizoctonia root rot
Arenosol,6.5,29.3,25.7,0.486,11.7,184.8,0.0457,7.0,1.163,Pythium damping-off
Arenosol,6.59,36.2,14.5,0.532,6.0,75.6,0.0243,12.4,1.112,Rhizoctonia root rot
Lixisol,5.83,31.8,13.3,0.649,18.7,111.6,0.0375,12.6,1.27,Charcoal rot
Arenosol,6.26,37.0,19.2,0.683,18.4,170.6,0.0498,8.5,1.291,Rhizoctonia root rot
Plinthosol,5.96,32.0,37.9,0.686,14.2,59.2,0.0264,13.1,1.234,Fusarium wilt
Arenosol,6.34,31.1,25.6,0.637,8.0,89.4,0.0464,11.4,1.288,Pythium damping-off
Vertisol,5.96,39.7,33.5,0.826,13.6,175.1,0.0347,7.7,1.255,Root-knot nematodes
Arenosol,6.54,37.6,23.5,0.866,7.3,120.5,0.0308,12.5,1.258,Root-knot nematodes
Lixisol,6.89,36.3,22.5,0.574,15.2,111.0,0.0375,7.6,1.11,Root-knot nematodes
Arenosol,6.74,35.1,15.6,0.229,18.1,128.7,0.0459,12.9,1.142,Charcoal rot
Arenosol,5.48,41.4,19.6,0.754,8.3,161.0,0.0411,7.9,1.226,Rhizoctonia root rot
Plinthosol,6.45,33.2,36.0,0.308,11.6,66.8,0.0396,12.7,1.154,Fusarium wilt
Plinthosol,6.06,29.6,23.3,0.676,5.5,97.2,0.0338,14.9,1.298,Pythium damping-off
Lixisol,5.64,41.0,21.0,0.699,19.6,104.5,0.0457,10.7,1.29,Fusarium wilt
Lixisol,5.93,42.4,19.0,0.663,8.4,154.5,0.0337,7.9,1.2,Charcoal rot
Lixisol,5.87,44.0,21.4,0.562,10.4,61.7,0.0269,9.6,1.145,Root-knot nematodes
Lixisol,7.0,28.3,23.4,0.946,7.1,136.8,0.038,7.0,1.205,Rhizoctonia root rot
Regosol,5.87,29.0,34.3,0.841,16.8,179.3,0.0254,8.2,1.2,Root-knot nematodes
Arenosol,5.72,31.2,38.7,0.399,8.2,165.1,0.0309,3.5,1.025,Fusarium wilt
Arenosol,5.79,37.1,20.0,0.774,6.1,77.5,0.0321,12.0,1.264,Fusarium wilt
Regosol,6.5,42.5,12.4,0.511,10.0,159.3,0.0388,5.2,1.105,Rhizoctonia root rot
Lixisol,6.07,31.9,35.0,0.302,18.3,83.8,0.0298,6.3,1.046,Rhizoctonia root rot
Arenosol,6.98,39.9,13.0,0.801,18.6,99.7,0.04,11.0,1.228,Rhizoctonia root rot
Arenosol,6.11,33.4,14.5,0.332,16.1,138.2,0.0361,10.8,1.15,Rhizoctonia root rot
Arenosol,6.04,39.2,23.9,0.728,12.0,146.2,0.0477,13.0,1.374,Root-knot nematodes
Arenosol,5.96,30.6,32.8,0.874,17.6,74.7,0.041,4.3,1.261,Charcoal rot
Plinthosol,5.85,36.2,32.7,0.391,10.5,58.6,0.0319,11.6,1.149,Root-knot nematodes
Lixisol,6.23,39.8,32.6,0.953,15.0,95.0,0.0341,13.4,1.346,Root-knot nematodes
Arenosol,5.29,39.5,16.4,0.745,11.9,50.7,0.022,5.9,1.063,Fusarium wilt
Regosol,5.99,40.3,19.8,0.524,19.0,102.8,0.0271,6.2,1.102,Fusarium wilt
Arenosol,7.0,29.2,15.1,0.666,17.3,60.6,0.0296,7.9,1.082,Root-knot nematodes
Arenosol,6.24,39.1,28.2,0.947,6.0,125.5,0.0417,6.9,1.302,Fusarium wilt
Arenosol,6.28,33.6,32.0,0.983,6.5,196.8,0.0333,6.7,1.256,Rhizoctonia root rot
Arenosol,6.23,37.1,36.1,0.63,6.6,146.2,0.028,3.1,1.076,Pythium damping-off
Arenosol,6.21,43.4,36.8,0.872,10.4,96.1,0.0305,5.1,1.191,Pythium damping-off
Lixisol,6.1,40.3,27.0,0.257,5.8,141.4,0.0283,4.6,0.998,Pythium damping-off
Arenosol,6.0,33.6,26.1,0.714,15.8,162.7,0.024,12.9,1.23,Pythium damping-off
Plinthosol,6.15,34.0,23.4,0.541,6.4,135.5,0.0417,6.5,1.184,Root-knot nematodes
Arenosol,6.12,35.7,24.1,0.72,19.9,104.9,0.0302,12.5,1.252,Root-knot nematodes
Arenosol,5.78,36.7,34.8,0.629,7.7,148.3,0.0375,7.7,1.194,Root-knot nematodes
Arenosol,5.57,40.6,31.8,0.625,14.1,130.1,0.0387,4.5,1.137,Pythium damping-off
Arenosol,6.27,40.5,11.3,0.402,9.6,145.5,0.0467,7.7,1.176,Pythium damping-off
Lixisol,5.28,36.4,39.8,0.416,5.2,175.0,0.0276,7.2,1.015,Rhizoctonia root rot
Plinthosol,5.88,41.8,10.1,0.997,11.2,160.0,0.0456,11.2,1.411,Fusarium wilt
Arenosol,6.5,38.7,36.8,0.673,14.6,124.6,0.0444,3.2,1.16,Rhizoctonia root rot
Arenosol,5.56,35.0,31.3,0.732,6.8,126.2,0.0355,6.7,1.178,Pythium damping-off
Plinthosol,7.0,44.5,19.2,0.298,18.9,129.1,0.0247,5.0,0.905,Fusarium wilt
Arenosol,6.08,31.7,29.7,0.38,8.6,56.2,0.0369,13.7,1.211,Pythium damping-off
Arenosol,6.76,28.5,39.7,0.777,19.5,88.8,0.0204,12.7,1.149,Pythium damping-off
Arenosol,6.19,34.8,32.1,0.697,9.4,86.9,0.0468,12.9,1.343,Pythium damping-off
Regosol,6.28,40.7,15.2,0.784,14.2,178.1,0.0425,8.7,1.278,Rhizoctonia root rot
Arenosol,7.0,44.2,38.5,0.3,13.0,123.9,0.0394,7.8,1.03,Fusarium wilt
Arenosol,6.17,42.1,12.7,0.319,13.6,144.2,0.0281,12.3,1.111,Charcoal rot
Regosol,5.89,44.9,12.7,0.748,17.0,123.8,0.0382,10.9,1.289,Pythium damping-off
Arenosol,6.54,39.8,21.9,0.514,6.9,55.9,0.0272,6.8,1.054,Fusarium wilt
Lixisol,5.84,43.6,30.3,0.348,10.1,52.8,0.0284,12.7,1.128,Charcoal rot
Regosol,6.22,35.7,24.6,0.711,15.6,81.0,0.0375,14.6,1.312,Root-knot nematodes
Lixisol,5.96,30.0,31.2,0.981,17.9,75.1,0.0288,4.4,1.222,Root-knot nematodes
Arenosol,6.08,35.4,34.8,0.212,5.0,103.6,0.0206,10.7,1.022,Charcoal rot
Regosol,6.08,32.3,38.4,0.947,12.6,167.5,0.047,14.9,1.457,Pythium damping-off
Lixisol,5.21,38.9,21.4,0.866,19.5,197.8,0.0248,4.7,1.092,Root-knot nematodes
Arenosol,5.51,35.7,15.5,0.868,15.4,175.0,0.0284,4.7,1.144,Pythium damping-off
Arenosol,5.26,31.3,23.5,0.694,19.6,101.8,0.0369,4.9,1.12,Rhizoctonia root rot
Regosol,6.44,35.3,31.3,0.872,12.0,54.6,0.0477,13.3,1.382,Root-knot nematodes
Arenosol,6.05,31.6,22.6,0.966,9.4,98.0,0.0264,8.4,1.255,Root-knot nematodes
Arenosol,5.37,39.1,29.5,0.219,8.6,98.5,0.0256,5.8,0.934,Root-knot nematodes
