pH,N,P,K,humidite,texture_du_sol,culture
6.94,40.75,29.62,70.16,12.79,sablo-argileux,mil
6.32,22.43,18.15,86.54,24.92,sablo-argileux,mil
7.29,35.92,22.67,123.64,21.25,limono-argileux,sorgho
6.16,33.2,10.75,91.26,19.47,sableux,niebe
6.65,37.05,29.13,49.23,18.11,sablo-limoneux,arachide
5.91,42.89,27.13,60.19,65.21,limoneux,riz
5.62,18.71,29.51,48.9,18.66,sablo-limoneux,arachide
7.35,51.38,21.7,122.91,18.97,sablo-argileux,sorgho
5.96,57.75,33.91,113.3,16.52,limono-argileux,sorgho
6.97,36.12,21.23,98.62,12.67,sablo-argileux,niebe
5.81,63.71,48.45,110.85,67.31,argileux,riz
6.15,25.13,20.53,107.07,11.52,sablo-argileux,mil
5.99,33.97,32.73,106.96,19.62,limono-argileux,sorgho
5.59,41.7,30.92,96.91,53.44,limoneux,riz
6.1,43.57,24.14,71.93,33.12,sablo-argileux,sorgho
5.86,55.6,24.37,80.3,30.44,limono-argileux,sorgho
6.94,24.98,19.04,71.64,20.43,sableux,niebe
6.6,20.69,12.87,52.71,26.74,sablo-argileux,mil
7.15,54.22,15.96,90.97,20.48,sablo-argileux,sorgho
5.43,65.87,43.2,149.03,32.99,limoneux,riz
5.78,49.88,17.59,104.2,27.68,sableux,mil
6.21,38.39,25.26,85.93,31.73,sablo-argileux,sorgho
6.86,37.35,23.35,114.27,30.08,limono-argileux,sorgho
6.93,26.38,20.66,64.56,14.89,sablo-limoneux,arachide
6.47,43.05,19.96,90.19,23.87,sablo-argileux,niebe
5.62,25.94,32.23,72.49,12.41,sablo-limoneux,arachide
6.91,20.94,23.05,83.17,24.31,sableux,arachide
7.47,50.52,37.36,75.02,27.1,sablo-argileux,sorgho
5.11,53.32,20.24,95.3,58.7,limoneux,riz
6.48,45.65,25.72,101.14,12.85,sableux,mil
5.36,50.46,47.99,69.08,43.7,argileux,riz
6.86,40.09,16.38,99.5,15.95,sablo-argileux,mil
6.45,16.87,30.62,51.14,10.56,sablo-limoneux,arachide
6.4,34.38,15.59,60.31,28.15,sablo-argileux,mil
5.7,16.23,32.3,52.2,23.13,sableux,arachide
6.14,39.84,27.54,75.11,15.02,sablo-argileux,mil
6.16,33.64,18.17,40.92,21.29,sablo-limoneux,arachide
6.73,42.22,16.92,85.3,21.82,sablo-argileux,mil
5.62,15.1,16.21,51.14,22.42,sableux,arachide
6.15,43.06,33.2,116.27,44.05,limoneux,riz
5.21,51.92,35.33,81.79,43.92,argileux,riz
6.1,27.77,15.17,101.94,23.84,sableux,mil
6.47,36.76,10.29,87.93,24.87,sablo-argileux,niebe
6.38,22.61,19.58,81.23,14.92,sableux,niebe
6.38,24.94,10.45,94.78,29.17,sablo-argileux,mil
6.05,31.96,23.86,56.58,17.24,sablo-argileux,mil
5.68,27.12,24.25,40.36,22.12,sablo-limoneux,arachide
6.66,46.33,12.12,57.75,21.99,sableux,niebe
6.33,32.48,21.66,118.22,27.85,sablo-argileux,sorgho
6.73,59.87,25.69,103.92,29.94,sablo-argileux,sorgho
5.31,71.73,48.27,106.17,40.83,limoneux,riz
5.69,74.48,24.26,101.9,44.04,limoneux,riz
6.71,20.66,23.09,85.0,12.56,sableux,arachide
6.53,27.92,16.89,89.48,15.59,sableux,mil
6.39,27.52,32.96,79.22,15.96,sableux,arachide
7.26,52.77,27.2,97.0,32.68,limono-argileux,sorgho
6.05,29.04,21.36,54.96,12.98,sableux,niebe
6.34,39.76,21.66,84.79,28.75,limono-argileux,sorgho
6.33,71.28,37.96,99.58,35.29,argileux,riz
6.53,48.27,36.83,117.54,27.89,sablo-argileux,sorgho
5.86,63.65,21.7,115.77,43.04,argileux,riz
5.08,54.36,35.93,77.21,47.94,argileux,riz
6.91,30.03,14.86,53.27,19.27,sablo-argileux,mil
5.82,35.71,22.05,73.46,16.93,limono-argileux,sorgho
6.78,19.49,26.58,82.18,24.67,sableux,arachide
6.24,75.38,25.73,91.92,50.96,limoneux,riz
5.96,37.01,18.49,71.26,20.17,sablo-limoneux,arachide
5.9,72.83,37.54,98.72,54.97,limoneux,riz
6.76,49.5,21.33,54.49,15.62,sablo-argileux,mil
6.1,31.0,14.27,58.19,20.44,sableux,niebe
6.34,42.42,20.67,58.27,19.24,sablo-argileux,niebe
6.25,42.32,33.04,100.23,24.11,limono-argileux,sorgho
7.36,31.27,38.39,78.78,22.49,sablo-argileux,sorgho
6.68,17.18,20.41,50.42,10.97,sablo-limoneux,arachide
6.69,44.25,11.86,116.13,20.11,sablo-argileux,mil
6.62,36.88,19.48,103.71,26.17,sableux,mil
5.71,15.14,17.81,49.15,19.61,sableux,arachide
6.99,29.17,22.8,48.13,16.86,sablo-limoneux,arachide
5.9,28.88,23.67,73.2,16.39,sablo-argileux,mil
6.72,34.24,31.66,87.15,19.1,sablo-argileux,sorgho
6.25,28.8,18.93,60.99,23.35,sablo-limoneux,arachide
6.5,41.46,27.74,87.15,69.5,argileux,riz
6.25,28.29,11.17,59.14,14.79,sableux,niebe
5.56,28.86,15.36,49.21,15.61,sablo-limoneux,arachide
6.2,57.26,27.11,89.73,30.37,argileux,riz
5.09,78.18,35.88,141.66,40.38,limoneux,riz
6.02,25.22,13.63,83.79,23.77,sablo-argileux,niebe
5.73,28.37,21.72,62.34,18.42,sablo-limoneux,arachide
6.05,47.7,20.47,78.93,13.51,sablo-argileux,niebe
5.34,73.56,43.54,80.21,41.77,argileux,riz
5.76,29.72,22.29,58.7,22.44,sableux,arachide
7.1,43.38,23.78,128.86,19.74,limono-argileux,sorgho
6.6,33.11,23.22,99.63,13.86,sableux,mil
6.34,35.05,15.0,65.1,21.61,sablo-argileux,niebe
6.11,48.6,24.77,97.6,13.54,sableux,niebe
7.01,27.02,11.59,63.31,16.15,sableux,niebe
5.83,43.87,13.38,100.15,11.51,sableux,mil
5.34,46.38,28.81,94.11,47.23,limoneux,riz
6.64,26.78,20.32,99.71,20.8,sablo-argileux,niebe
6.85,39.98,14.25,53.62,22.43,sableux,mil
5.65,28.46,31.45,69.67,18.69,sablo-limoneux,arachide
6.52,55.1,35.22,97.67,31.07,sablo-argileux,sorgho
6.35,24.01,20.41,78.88,21.59,sableux,arachide
6.96,41.12,38.48,95.59,15.68,limono-argileux,sorgho
6.21,57.4,22.85,77.04,17.79,limono-argileux,sorgho
5.91,49.65,24.73,139.52,30.8,limoneux,riz
6.5,43.1,38.2,103.67,17.15,sablo-argileux,sorgho
6.89,16.35,30.52,81.28,12.79,sablo-limoneux,arachide
6.88,26.04,12.49,60.22,15.34,sablo-argileux,niebe
5.3,56.8,21.84,66.78,52.9,limoneux,riz
5.37,46.97,39.48,124.15,61.02,argileux,riz
7.4,42.96,39.72,85.48,29.7,limono-argileux,sorgho
6.16,33.88,23.22,84.69,13.41,sablo-limoneux,arachide
7.47,30.12,29.42,115.15,17.35,sablo-argileux,sorgho
5.36,59.72,42.08,118.59,47.6,argileux,riz
6.18,40.63,22.16,60.78,24.62,sablo-argileux,niebe
6.04,44.69,23.97,61.17,19.34,sableux,mil
5.27,61.39,20.16,104.45,67.64,limoneux,riz
6.45,16.59,16.81,75.21,19.08,sablo-limoneux,arachide
7.06,32.25,35.64,73.62,18.53,sablo-argileux,sorgho
6.11,22.21,18.22,87.58,22.24,sablo-argileux,niebe
5.45,79.48,33.32,96.25,56.13,limoneux,riz
6.5,57.31,25.36,148.66,68.48,argileux,riz
6.46,45.77,27.61,101.88,14.68,sablo-argileux,mil
6.74,39.83,36.61,70.71,28.6,sablo-argileux,sorgho
5.64,18.29,25.33,81.67,24.2,sablo-limoneux,arachide
6.69,48.08,12.12,90.49,20.2,sablo-argileux,niebe
5.54,48.16,10.21,75.68,15.77,sableux,mil
5.61,59.01,47.68,80.56,31.84,argileux,riz
6.22,30.8,27.84,40.86,18.04,sablo-limoneux,arachide
6.18,39.98,13.39,88.98,16.96,sablo-argileux,niebe
6.27,25.5,28.08,84.68,19.12,sablo-argileux,mil
5.48,59.06,48.32,132.8,52.31,argileux,riz
6.88,37.92,28.26,89.04,21.92,sablo-limoneux,arachide
5.91,48.15,22.22,107.68,24.85,sablo-argileux,mil
6.04,56.56,15.99,71.91,25.1,sablo-argileux,sorgho
5.59,47.11,17.26,90.06,15.16,sablo-argileux,mil
6.61,31.88,35.54,77.43,32.4,sablo-argileux,sorgho
6.87,48.52,39.47,69.15,32.63,sablo-argileux,sorgho
5.18,73.14,44.57,62.8,37.26,argileux,riz
5.0,55.59,36.51,101.92,59.57,limoneux,riz
5.58,71.16,34.59,120.0,49.03,argileux,riz
6.08,45.23,29.14,68.33,17.13,sablo-argileux,sorgho
7.36,53.96,28.81,67.75,20.23,sablo-argileux,sorgho
6.02,29.38,16.41,85.02,17.12,sableux,arachide
6.65,57.05,28.6,110.35,18.78,sablo-argileux,sorgho
6.37,57.97,35.04,122.62,25.52,sablo-argileux,sorgho
6.03,20.99,22.41,50.62,23.02,sablo-argileux,niebe
6.75,34.72,12.31,117.76,21.21,sablo-argileux,mil
5.69,26.76,34.66,78.55,18.1,sablo-limoneux,arachide
5.32,56.57,41.84,115.26,55.06,limoneux,riz
7.0,17.63,28.0,72.95,22.86,sablo-limoneux,arachide
6.73,23.04,30.06,69.41,18.43,sableux,arachide
6.4,25.84,28.41,96.41,26.51,sableux,mil
6.47,37.51,33.89,64.57,14.01,sablo-limoneux,arachide
5.74,28.05,26.34,90.93,21.56,sableux,mil
5.92,27.35,24.23,61.84,29.96,sableux,mil
6.86,43.15,14.01,62.24,17.1,sableux,niebe
6.23,42.81,14.14,54.0,19.87,sablo-argileux,niebe
6.34,29.42,10.05,65.19,15.01,sableux,niebe
6.68,22.39,16.2,42.89,17.97,sablo-limoneux,arachide
7.11,42.87,25.5,98.24,15.53,limono-argileux,sorgho
6.3,29.77,23.35,66.72,23.7,sableux,mil
6.12,45.06,34.62,126.5,16.76,limono-argileux,sorgho
5.3,51.38,25.86,112.26,46.88,argileux,riz
5.85,43.71,11.3,106.63,19.51,sablo-argileux,mil
6.61,38.6,23.17,59.22,11.2,sableux,mil
6.32,27.31,13.14,69.97,20.32,sableux,mil
6.32,43.47,11.17,57.98,16.8,sableux,niebe
5.83,56.08,29.68,82.19,19.94,limono-argileux,sorgho
6.48,24.4,15.28,86.8,23.62,sableux,mil
5.72,20.56,24.19,111.53,16.72,sableux,mil
6.79,24.19,34.65,88.1,13.61,sableux,arachide
6.45,27.82,13.31,72.72,17.83,sablo-argileux,niebe
5.99,33.95,33.22,51.18,22.53,sablo-limoneux,arachide
5.87,40.6,15.7,65.81,24.22,sablo-argileux,mil
6.68,38.66,28.51,77.75,11.81,sablo-argileux,mil
6.26,32.26,15.9,67.46,17.64,sablo-limoneux,arachide
7.0,39.19,20.49,87.34,15.55,sablo-argileux,sorgho
6.03,32.78,33.35,43.47,12.07,sableux,arachide
6.65,27.84,19.42,77.01,29.81,sableux,mil
6.64,37.76,14.69,61.86,10.61,sablo-argileux,mil
6.53,31.94,31.37,56.55,22.22,sableux,arachide
6.91,44.88,38.45,77.21,22.98,sablo-argileux,sorgho
6.36,66.51,22.36,101.61,69.22,limoneux,riz
6.02,26.33,12.72,60.21,19.73,sablo-argileux,niebe
6.99,24.14,12.55,101.21,27.96,sablo-argileux,mil
5.82,44.15,35.52,102.67,21.19,limono-argileux,sorgho
5.91,23.72,32.99,43.43,14.72,sablo-limoneux,arachide
6.18,57.05,32.31,75.34,59.23,limoneux,riz
5.79,40.2,21.01,74.4,13.83,sableux,mil
6.09,43.31,16.75,58.91,14.95,sableux,niebe
7.42,39.59,18.78,102.42,34.07,limono-argileux,sorgho
6.65,44.61,11.68,78.75,19.4,sableux,niebe
5.8,68.92,29.48,118.56,53.52,argileux,riz
7.44,50.58,28.05,124.75,20.23,sablo-argileux,sorgho
6.62,31.57,17.76,87.21,22.53,sablo-argileux,sorgho
6.85,34.29,11.69,97.74,16.92,sablo-argileux,niebe
5.49,61.75,34.58,128.9,69.71,limoneux,riz
6.25,48.91,13.59,52.11,13.37,sableux,niebe
5.17,44.14,22.45,137.57,44.56,limoneux,riz
6.36,48.4,14.57,94.95,15.57,sablo-argileux,niebe
7.04,44.62,24.23,86.51,14.51,sablo-argileux,niebe
6.44,66.15,30.13,131.41,67.4,limoneux,riz
6.61,36.75,14.18,107.05,10.08,sablo-argileux,mil
6.6,38.52,15.59,67.08,14.26,sableux,niebe
5.11,47.04,25.31,111.03,63.58,limoneux,riz
6.28,42.65,21.57,107.19,27.05,sablo-argileux,sorgho
6.4,27.04,10.03,74.25,18.82,sableux,niebe
6.33,45.25,20.27,61.05,17.53,sableux,niebe
6.32,20.75,22.63,56.86,17.99,sableux,niebe
6.9,28.22,16.88,58.54,14.24,sableux,arachide
6.56,31.23,16.06,53.73,19.03,sablo-argileux,niebe
6.18,42.66,10.69,92.3,20.89,sablo-argileux,niebe
5.42,48.31,28.86,88.55,34.89,limoneux,riz
5.75,47.94,20.39,94.66,30.18,argileux,riz
6.28,53.1,39.47,74.0,31.42,sablo-argileux,sorgho
6.95,35.3,18.67,93.86,10.27,sableux,mil
6.75,35.82,34.08,78.09,22.46,sablo-limoneux,arachide
6.94,30.14,33.73,115.81,21.32,sablo-argileux,sorgho
7.26,36.78,35.51,109.36,27.15,limono-argileux,sorgho
5.64,33.73,30.88,78.3,10.88,sableux,arachide
6.77,39.85,13.71,94.58,24.87,sableux,niebe
6.16,60.52,31.68,77.76,56.47,limoneux,riz
5.91,59.32,43.33,71.82,60.04,limoneux,riz
5.39,57.2,33.43,108.66,42.96,limoneux,riz
7.25,32.85,38.17,77.43,34.65,sablo-argileux,sorgho
6.98,43.39,22.65,66.79,18.51,sableux,mil
6.47,33.11,23.42,77.4,21.26,sablo-argileux,niebe
5.6,66.72,34.25,113.68,56.25,limoneux,riz
6.59,35.11,14.92,51.56,21.17,sablo-argileux,mil
6.74,23.87,10.52,119.62,12.03,sableux,mil
5.51,26.42,20.24,79.69,16.73,sableux,arachide
6.92,39.85,21.37,80.69,27.84,sablo-argileux,mil
6.75,19.55,23.85,50.7,12.08,sablo-limoneux,arachide
6.33,30.17,18.38,62.38,19.88,sableux,arachide
6.86,25.37,34.68,62.6,17.86,sableux,arachide
5.76,56.51,32.0,74.13,60.79,limoneux,riz
7.16,48.56,23.26,76.5,21.56,sablo-argileux,niebe
6.58,23.39,18.59,95.44,23.78,sableux,niebe
6.34,74.32,37.27,84.84,44.39,limoneux,riz
6.13,45.77,22.79,87.63,22.03,sableux,niebe
6.56,31.77,30.56,67.51,34.2,sablo-argileux,sorgho
6.11,43.04,16.12,83.02,25.16,sablo-argileux,mil
5.59,31.4,23.84,62.13,21.12,sablo-limoneux,arachide
6.11,38.62,15.15,113.63,31.98,sablo-argileux,sorgho
6.9,57.31,32.0,93.01,31.64,sablo-argileux,sorgho
5.63,21.47,15.42,62.61,11.14,sableux,arachide
5.55,47.13,28.7,106.78,58.15,limoneux,riz
5.7,16.02,21.8,71.96,11.34,sablo-limoneux,arachide
6.58,28.56,33.04,67.6,13.23,sablo-limoneux,arachide
6.64,36.87,29.06,54.61,22.65,sablo-limoneux,arachide
6.29,40.23,33.13,87.95,22.68,limono-argileux,sorgho
5.99,75.63,29.87,87.6,34.83,argileux,riz
6.74,20.53,19.78,83.35,23.21,sablo-argileux,niebe
6.48,44.77,15.27,97.13,16.38,sablo-argileux,niebe
7.08,31.03,21.14,79.9,19.61,sableux,niebe
7.06,41.72,21.8,114.11,16.31,limono-argileux,sorgho
5.67,17.68,24.12,45.41,11.84,sableux,arachide
6.01,47.85,12.08,67.64,13.93,sableux,niebe
5.51,72.3,46.96,128.85,56.71,argileux,riz
6.92,44.33,20.58,82.41,23.5,sableux,niebe
6.77,44.74,22.1,97.05,15.99,sableux,mil
5.65,37.77,17.68,43.52,16.85,sableux,arachide
5.64,49.64,11.51,54.34,10.62,sablo-argileux,mil
5.95,64.44,45.28,142.06,69.6,argileux,riz
6.52,48.37,12.58,77.4,21.54,sablo-argileux,niebe
6.56,53.79,36.09,61.8,15.19,limono-argileux,sorgho
5.63,26.53,29.98,41.51,20.47,sablo-limoneux,arachide
5.69,23.69,31.42,53.56,11.81,sableux,arachide
6.04,38.39,19.57,67.32,20.0,sableux,arachide
6.11,29.1,25.34,64.8,24.3,sableux,arachide
6.0,38.58,18.6,88.17,19.63,sableux,mil
6.64,31.66,25.46,81.78,29.32,limono-argileux,sorgho
6.98,28.83,29.73,78.31,25.84,sablo-argileux,mil
5.56,67.33,48.09,72.7,46.61,limoneux,riz
5.9,32.55,28.73,84.93,18.49,sableux,arachide
5.14,42.67,47.28,66.76,45.38,limoneux,riz
6.28,31.55,16.99,96.19,14.48,sablo-argileux,mil
6.46,66.22,24.44,69.75,40.88,argileux,riz
6.18,64.14,32.7,89.31,31.91,limoneux,riz
6.08,19.47,18.32,81.28,23.12,sablo-limoneux,arachide
5.85,15.38,25.62,43.88,22.48,sablo-limoneux,arachide
5.63,45.47,44.9,89.48,54.0,limoneux,riz
6.97,39.14,15.5,78.28,31.16,sablo-argileux,sorgho
6.2,32.29,13.78,107.42,22.75,sableux,mil
6.84,39.76,10.07,78.56,24.16,sablo-argileux,mil
5.18,52.79,21.19,132.73,64.56,argileux,riz
5.59,76.93,46.47,80.98,36.57,argileux,riz
5.79,20.82,33.16,65.31,22.44,sablo-limoneux,arachide
6.85,36.01,21.18,67.19,11.71,sableux,arachide
5.67,44.75,37.88,125.18,50.71,argileux,riz
6.01,30.8,19.75,118.73,29.44,sablo-argileux,sorgho
6.05,30.28,37.2,106.46,23.95,limono-argileux,sorgho
6.35,51.16,25.48,80.63,53.68,argileux,riz
6.57,42.18,29.41,82.24,19.42,sableux,mil
6.13,33.88,16.34,96.99,28.08,sablo-argileux,mil
6.44,22.24,19.3,69.24,15.89,sableux,niebe
6.33,58.92,22.31,80.51,33.77,sablo-argileux,sorgho
6.77,49.51,22.68,90.46,26.97,sableux,mil
6.93,34.45,26.59,56.58,19.41,sablo-argileux,mil
5.63,42.95,36.46,68.36,52.46,argileux,riz
6.94,20.13,21.59,52.23,15.68,sablo-argileux,niebe
6.67,39.26,26.85,89.9,24.12,limono-argileux,sorgho
5.17,75.78,32.92,86.08,54.89,limoneux,riz
6.19,39.17,23.47,58.18,24.29,sablo-limoneux,arachide
6.81,24.23,11.04,51.12,19.16,sableux,niebe
5.7,15.66,15.93,70.39,17.53,sablo-limoneux,arachide
6.32,34.33,13.74,63.36,28.23,sableux,mil
5.88,44.11,29.02,55.01,11.57,sablo-argileux,mil
5.52,44.49,29.59,81.63,26.13,sablo-argileux,mil
6.04,28.28,12.69,98.02,21.91,sableux,niebe
6.07,31.27,24.4,96.15,24.15,sableux,niebe
6.33,42.49,16.31,61.79,27.63,sablo-argileux,mil
6.37,29.66,15.17,73.16,19.03,sableux,arachide
5.55,56.06,33.62,146.71,31.83,argileux,riz
6.53,27.39,16.61,54.94,18.62,sableux,arachide
5.78,61.86,22.68,100.23,65.91,argileux,riz
5.3,74.32,38.95,129.92,54.42,argileux,riz
6.21,28.52,26.41,117.33,22.96,sableux,mil
6.29,22.05,23.62,55.29,16.47,sablo-argileux,niebe
5.58,43.53,15.04,67.81,25.27,sablo-argileux,mil
5.62,79.27,21.7,60.47,30.47,limoneux,riz
6.27,53.28,20.83,66.56,30.86,limono-argileux,sorgho
5.88,31.73,20.21,92.72,32.51,sablo-argileux,sorgho
5.93,64.68,46.98,83.55,59.36,limoneux,riz
6.99,47.4,20.85,90.44,13.08,sableux,mil
5.74,18.48,34.47,82.86,22.8,sablo-limoneux,arachide
7.2,35.37,25.15,63.94,29.38,limono-argileux,sorgho
6.51,21.83,21.54,80.75,17.47,sablo-limoneux,arachide
5.92,53.2,38.47,135.49,39.78,argileux,riz
5.93,56.96,38.46,137.77,44.64,argileux,riz
6.89,21.21,21.29,60.23,19.81,sablo-limoneux,arachide
6.22,44.77,31.25,121.42,45.67,limoneux,riz
6.86,30.14,28.93,85.61,13.45,sablo-argileux,mil
6.2,75.38,37.68,110.5,34.64,limoneux,riz
5.9,45.74,11.02,76.34,25.66,sableux,mil
5.74,49.75,20.32,110.85,32.35,argileux,riz
6.01,37.33,20.51,56.01,22.5,sableux,arachide
7.05,53.86,20.04,104.31,28.59,limono-argileux,sorgho
7.19,32.51,20.63,95.81,23.01,sableux,niebe
6.44,34.6,29.89,109.17,28.0,limono-argileux,sorgho
6.01,75.91,41.95,148.9,50.54,limoneux,riz
6.91,37.89,17.8,98.06,12.51,sableux,niebe
6.54,28.22,25.11,40.67,21.36,sableux,arachide
6.25,37.78,34.54,54.39,22.62,sablo-limoneux,arachide
6.22,26.21,10.3,66.34,18.57,sableux,mil
7.08,45.25,10.45,65.45,19.16,sableux,niebe
5.5,17.63,16.21,45.96,10.43,sablo-limoneux,arachide
6.47,31.3,11.29,77.42,19.79,sableux,niebe
5.18,62.31,22.76,64.73,31.16,argileux,riz
5.86,37.5,13.9,103.47,10.66,sablo-argileux,mil
5.44,67.44,28.92,110.67,42.92,limoneux,riz
6.97,35.96,25.2,88.0,28.79,sablo-argileux,mil
7.35,39.12,19.96,112.29,21.61,sablo-argileux,sorgho
6.44,29.93,18.75,87.86,16.01,sablo-argileux,niebe
5.84,51.94,36.38,86.94,31.11,limono-argileux,sorgho
6.16,49.13,22.79,60.81,34.93,limono-argileux,sorgho
6.78,20.4,20.4,97.93,21.13,sablo-argileux,niebe
6.39,49.58,23.61,62.68,15.85,limono-argileux,sorgho
6.54,26.28,32.1,50.73,18.18,sablo-limoneux,arachide
5.85,22.4,15.26,54.91,16.56,sablo-argileux,mil
5.89,15.81,28.65,71.45,11.23,sablo-limoneux,arachide
5.86,48.73,36.22,95.91,40.37,limoneux,riz
6.57,17.23,22.34,80.03,22.83,sablo-limoneux,arachide
5.64,36.8,30.85,54.5,18.42,sablo-limoneux,arachide
6.65,57.76,21.72,129.84,29.64,limono-argileux,sorgho
6.72,59.73,16.76,60.94,32.55,sablo-argileux,sorgho
6.67,40.42,11.29,70.75,19.84,sableux,niebe
7.17,51.18,30.51,89.24,24.95,sablo-argileux,sorgho
6.34,22.72,21.49,93.42,22.09,sablo-argileux,niebe
5.3,55.59,29.62,116.41,59.48,limoneux,riz
6.59,35.36,10.81,50.93,19.11,sablo-argileux,niebe
5.97,20.23,11.25,72.34,25.61,sableux,mil
5.87,48.19,34.2,129.66,24.85,limono-argileux,sorgho
5.28,53.7,26.58,132.91,48.09,argileux,riz
6.59,23.67,16.16,74.34,15.27,sablo-argileux,niebe
6.14,30.56,15.76,89.48,25.6,sablo-argileux,mil
6.76,30.84,25.07,110.27,26.24,sablo-argileux,mil
5.65,23.11,27.9,70.96,28.43,sablo-argileux,mil
7.39,35.77,33.25,61.39,32.86,sablo-argileux,sorgho
6.75,33.77,16.59,74.7,17.73,sableux,niebe
5.2,67.9,38.22,124.88,42.95,limoneux,riz
6.07,45.31,23.81,94.4,26.56,sableux,mil
6.74,24.26,27.6,44.33,15.02,sableux,arachide
6.91,28.12,25.59,53.88,20.47,sableux,mil
6.2,28.69,25.6,72.09,18.39,sablo-limoneux,arachide
7.22,42.14,17.82,112.13,15.56,limono-argileux,sorgho
5.61,32.14,28.58,82.23,15.07,sableux,arachide
5.97,37.27,23.06,80.55,20.06,sablo-argileux,mil
5.79,42.75,17.0,114.09,15.02,sableux,mil
6.02,26.9,26.09,89.51,25.19,sableux,mil
5.42,59.36,22.63,98.76,64.1,limoneux,riz
6.82,33.28,22.49,46.13,18.14,sableux,arachide
6.75,38.49,15.33,88.61,12.02,sableux,mil
6.86,27.37,20.2,89.69,13.65,sablo-argileux,niebe
5.35,63.65,27.48,93.42,39.31,argileux,riz
6.26,28.47,18.27,67.07,22.94,sablo-limoneux,arachide
5.44,45.67,39.6,80.67,38.08,limoneux,riz
6.06,30.71,27.65,57.29,21.32,sableux,arachide
5.99,28.32,15.03,73.29,22.52,sableux,mil
6.5,16.2,28.55,67.03,20.34,sablo-limoneux,arachide
6.89,21.18,18.23,55.22,11.11,sableux,arachide
6.96,31.95,33.6,75.27,25.26,limono-argileux,sorgho
6.81,28.86,17.76,114.47,16.49,sablo-argileux,mil
6.04,24.69,34.35,73.63,14.96,sableux,arachide
6.41,35.85,20.01,117.67,34.67,limono-argileux,sorgho
5.06,40.19,32.67,96.48,50.24,limoneux,riz
6.53,37.93,19.58,73.16,18.45,sableux,niebe
6.06,47.11,10.61,89.21,10.05,sablo-argileux,mil
5.42,60.53,30.93,91.32,33.66,limoneux,riz
5.52,41.53,24.44,103.78,29.15,sableux,mil
6.1,30.55,13.79,57.36,21.25,sableux,mil
6.39,23.53,26.43,117.81,21.76,sablo-argileux,mil
6.22,26.05,31.01,82.83,24.77,sablo-limoneux,arachide
5.99,21.14,29.57,45.62,15.57,sableux,arachide
6.86,24.99,10.46,61.2,22.9,sableux,mil
6.17,43.06,14.45,62.88,15.83,sablo-argileux,niebe
6.39,31.09,19.01,88.95,11.95,sableux,arachide
6.45,37.86,26.47,119.15,14.01,sableux,mil
6.81,30.51,18.77,97.47,19.62,sableux,niebe
6.73,46.29,11.42,67.95,19.86,sablo-argileux,mil
7.05,47.95,15.91,65.5,19.22,sableux,niebe
6.96,42.72,22.99,61.09,11.94,sableux,mil
6.23,18.45,23.37,68.91,24.8,sableux,arachide
6.39,38.24,26.58,77.4,25.1,limono-argileux,sorgho
6.37,32.54,12.55,90.05,21.49,sablo-argileux,niebe
6.45,65.42,22.11,83.4,44.29,argileux,riz
6.73,51.14,36.56,76.31,34.91,sablo-argileux,sorgho
6.66,41.29,18.59,50.5,21.42,sablo-argileux,niebe
7.17,33.66,21.75,70.76,21.52,sableux,niebe
6.02,39.97,29.35,65.62,17.78,sablo-argileux,mil
7.2,30.68,31.58,127.14,34.38,limono-argileux,sorgho
7.2,45.68,37.36,105.22,33.73,sablo-argileux,sorgho
6.35,40.53,16.75,74.85,19.52,sablo-argileux,niebe
5.98,46.91,18.76,129.07,24.1,limono-argileux,sorgho
6.38,27.35,19.39,87.97,13.73,sableux,arachide
5.99,41.72,24.97,109.18,24.69,limono-argileux,sorgho
6.19,36.2,18.04,94.58,20.79,sableux,mil
6.06,24.0,23.44,48.96,10.58,sableux,arachide
5.89,65.7,23.16,150.0,30.2,limoneux,riz
6.56,30.85,29.07,71.71,12.77,sableux,mil
6.16,22.28,13.12,70.8,21.22,sableux,mil
6.58,48.04,13.87,81.95,17.1,sablo-argileux,mil
6.38,31.97,28.35,115.65,20.69,sableux,mil
5.09,45.29,22.81,117.13,54.22,limoneux,riz
6.29,62.64,41.39,61.17,48.78,limoneux,riz
6.75,57.56,25.27,88.19,34.9,sablo-argileux,sorgho
5.75,31.64,21.55,41.53,20.63,sableux,arachide
6.08,19.45,23.08,41.93,10.43,sablo-limoneux,arachide
5.62,31.36,18.09,83.76,28.3,sableux,mil
5.82,30.9,21.32,81.08,20.87,sablo-limoneux,arachide
6.46,79.03,28.14,106.69,59.7,argileux,riz
6.92,36.37,23.81,52.02,21.69,sablo-limoneux,arachide
6.61,18.32,18.68,84.38,24.18,sableux,arachide
5.52,39.39,27.94,68.83,19.7,sableux,mil
6.42,53.02,46.54,103.76,40.54,limoneux,riz
6.89,46.18,29.25,53.26,16.37,sableux,mil
6.87,37.37,25.48,63.38,18.29,sablo-limoneux,arachide
6.32,67.97,36.18,147.77,65.02,limoneux,riz
5.59,24.59,19.11,73.03,22.07,sableux,arachide
5.34,52.92,31.18,131.06,50.58,limoneux,riz
6.61,21.39,14.79,61.51,14.93,sablo-argileux,niebe
6.0,39.08,11.42,90.77,21.56,sablo-argileux,mil
7.05,23.62,20.74,71.03,19.86,sablo-argileux,niebe
6.43,34.26,28.41,79.48,14.87,sableux,arachide
5.58,37.95,17.65,51.44,10.34,sableux,arachide
